Fecha produccion,cantidad produccion - miles,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,Tipo,year,producto
2016-01-10,0.95,196216.36,21275.55,94804.67,29602.84,50533.3,42015.27,8518.03,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-01-10,1.77,4815.55,313.18,2207.99,842.33,1452.05,1425.34,26.71,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-01-10,1.08,844277.25,44289.03,534404.57,143202.95,122380.7,82670.76,39333.27,376.67,cantidad producida,2016,PURE DE PAPAS
2016-01-10,1.62,35835.37,1437.58,34064.46,0.0,333.33,333.33,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-01-10,0.97,163977.03,82729.5,33601.78,17903.44,29742.31,21493.26,6988.68,1260.37,cantidad producida,2016,DURAZNOS ENLATADOS
2016-01-10,1.37,5663.07,969.19,3558.82,0.0,1135.06,456.52,678.54,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-01-10,0.72,1094945.73,146631.13,366330.53,37684.11,544299.96,44731.85,499568.11,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-01-10,0.77,63531.61,4369.82,10784.78,55.07,48321.94,980.62,47341.32,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-01-17,1.26,119972.41,1202.52,100613.46,51.22,18105.21,17980.53,124.68,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-01-17,1.67,1496.73,66.63,430.17,0.0,999.93,992.14,7.79,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-01-17,1.04,445089.93,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-01-17,1.84,5227.45,2279.53,2471.83,0.0,476.09,203.33,272.76,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-01-17,0.92,92385.23,34302.93,7884.23,8901.1,41296.97,40337.59,951.46,7.92,cantidad producida,2016,GELATINA SIN SABOR
2016-01-17,1.37,1728.46,16.47,602.97,0.0,1109.02,153.33,955.69,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-01-17,1.02,665217.66,4392.86,486767.87,32505.74,141551.19,141307.39,243.8,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-01-17,1.13,9327.19,14.36,743.11,0.0,8569.72,8569.72,0.0,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-01-17,0.9,6000013.23,1653347.69,2336705.19,250106.17,1759854.18,1579233.6,162289.68,18330.9,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-01-17,1.45,125541.88,16081.34,66398.85,0.0,43061.69,22825.96,20235.73,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-01-17,0.98,206778.29,29997.79,104174.89,29112.58,43493.03,37725.6,5767.43,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-01-17,1.92,2997.36,469.83,1659.7,587.83,280.0,276.67,3.33,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-01-17,1.11,778412.5,35099.73,500623.85,139309.53,103379.39,87560.47,15802.25,16.67,cantidad producida,2016,PURE DE PAPAS
2016-01-17,1.52,25573.57,777.31,24636.26,0.0,160.0,160.0,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-01-17,1.03,134604.75,52491.11,30084.71,20930.75,31098.18,23123.14,6492.6,1482.44,cantidad producida,2016,DURAZNOS ENLATADOS
2016-01-17,1.44,5244.61,796.09,3813.38,0.0,635.14,223.04,412.1,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-01-17,0.66,1245174.24,118599.67,403009.94,31009.77,692554.86,43026.58,649528.28,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-01-17,1.15,22059.78,6052.49,3670.46,23.12,12313.71,1737.61,10576.1,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-01-24,1.22,96089.13,545.37,70802.56,68.41,24672.79,23926.35,746.44,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-01-24,1.83,1506.87,23.39,294.7,0.0,1188.78,1180.98,7.8,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-01-24,0.92,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-01-24,1.65,6193.73,2193.2,2432.91,0.0,1567.62,713.33,854.29,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-01-24,0.9,58434.39,18003.36,4208.29,4714.06,31508.68,29874.81,1614.91,18.96,cantidad producida,2016,GELATINA SIN SABOR
2016-01-24,1.77,1117.32,12.64,497.95,0.0,606.73,183.34,423.39,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-01-24,1.05,670376.77,3107.96,482030.79,26052.91,159185.11,158806.43,378.68,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-01-24,1.46,8850.23,6.98,616.39,0.0,8226.86,8226.86,0.0,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-01-24,0.88,6246380.73,1230068.19,2457751.77,272665.17,2285895.6,2122673.09,147881.99,15340.52,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-01-24,1.36,154438.32,13658.82,86743.65,0.0,54035.85,17413.71,36622.14,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-01-24,0.92,207961.33,13436.84,110261.96,30644.07,53618.46,42136.65,11481.81,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-01-24,1.76,3735.44,332.43,1649.8,603.21,1150.0,1150.0,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-01-24,1.01,794029.7,23862.94,543471.49,136033.93,90661.34,88261.04,2400.3,0.0,cantidad producida,2016,PURE DE PAPAS
2016-01-24,1.62,25004.87,976.46,23728.41,0.0,300.0,300.0,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-01-24,0.89,213215.4,95511.64,43916.93,35349.8,38437.03,28562.22,4435.73,5439.08,cantidad producida,2016,DURAZNOS ENLATADOS
2016-01-24,0.96,6522.27,421.55,2812.84,1.09,3286.79,328.21,2958.58,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-01-24,0.6,1195521.28,25727.06,404617.2,15454.69,749722.33,43669.49,706052.84,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-01-24,0.86,45127.01,7581.4,5040.24,29.68,32475.69,15028.15,17447.54,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-01-31,1.16,102038.32,1386.24,79881.67,69.46,20700.95,19788.78,912.17,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-01-31,1.79,1305.94,34.38,186.13,0.0,1085.43,1085.43,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-01-31,1.04,437490.64,290451.27,58974.21,412.16,87653.0,54822.3,32830.7,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-01-31,1.71,6591.53,2689.11,2147.89,0.0,1754.53,1163.33,591.2,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-01-31,0.94,83755.38,36196.35,4791.21,8440.95,34326.87,33947.26,46.78,332.83,cantidad producida,2016,GELATINA SIN SABOR
2016-01-31,1.24,1660.38,23.98,425.27,0.0,1211.13,223.33,987.8,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-01-31,1.03,651616.91,6037.25,501280.47,25252.35,119046.84,118219.26,827.58,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-01-31,1.52,8221.86,6.99,553.02,0.0,7661.85,7494.27,167.58,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-01-31,0.88,6506673.96,2126066.85,2069192.92,287234.03,2024180.16,1874982.24,134692.75,14505.17,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-01-31,1.43,155319.35,17862.54,79184.75,124.41,58147.65,44998.95,13148.7,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-01-31,0.95,214135.89,36408.49,108723.9,25918.83,43084.67,35669.83,7414.84,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-01-31,1.75,3829.49,354.19,1734.77,630.53,1110.0,1110.0,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-01-31,1.12,774091.49,35213.93,512608.82,132958.04,93310.7,92124.35,1186.35,0.0,cantidad producida,2016,PURE DE PAPAS
2016-01-31,1.61,28813.36,814.1,27719.26,0.0,280.0,280.0,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-01-31,0.92,173311.53,78646.7,38158.3,23466.68,33039.85,21259.66,9258.85,2521.34,cantidad producida,2016,DURAZNOS ENLATADOS
2016-01-31,1.28,4289.51,392.6,2600.03,0.0,1296.88,154.14,1142.74,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-01-31,0.8,892702.46,167669.42,270481.63,27489.66,427061.75,45613.25,381448.5,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-01-31,0.95,55371.0,6587.57,6336.15,40.64,42406.64,14951.47,27455.17,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-02-07,1.07,169614.01,2031.67,157271.87,109.88,10200.59,9349.67,850.92,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-02-07,1.81,1252.86,33.15,254.56,0.0,965.15,962.52,2.63,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-02-07,0.76,722211.0,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-02-07,1.72,5420.87,1932.23,2613.21,0.0,875.43,160.0,715.43,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-02-07,0.82,123715.17,42825.57,14822.29,17989.29,48078.02,47555.74,452.82,69.46,cantidad producida,2016,GELATINA SIN SABOR
2016-02-07,0.84,2073.07,15.15,460.94,0.0,1596.98,720.0,876.98,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-02-07,1.05,678810.37,5986.94,511548.6,25200.19,136074.64,134178.5,1896.14,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-02-07,1.62,9462.0,7.59,1515.63,0.0,7938.78,7179.88,758.9,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-02-07,0.7,10361698.17,2930343.28,3950852.38,424389.6,3056112.91,2693843.02,344774.59,17495.3,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-02-07,1.38,156586.25,13085.23,84118.36,78.91,59303.75,42734.34,16569.41,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-02-07,0.8,325941.39,63128.71,160544.54,42056.68,60211.46,42529.78,17681.68,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-02-07,1.82,3529.44,385.1,1740.65,640.36,763.33,763.33,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-02-07,0.82,1134049.22,68454.39,758581.79,155377.3,151635.74,129791.42,21748.61,95.71,cantidad producida,2016,PURE DE PAPAS
2016-02-07,1.6,31000.01,872.31,29897.7,0.0,230.0,230.0,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-02-07,0.81,233905.62,99884.81,55303.67,36191.68,42525.46,30226.47,6961.25,5337.74,cantidad producida,2016,DURAZNOS ENLATADOS
2016-02-07,1.31,3999.51,499.69,2482.27,2.16,1015.39,161.58,853.81,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-02-07,0.63,1365558.26,230721.51,557897.36,18935.14,558004.25,50217.97,507786.28,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-02-07,1.08,35694.81,4205.46,3815.33,32.99,27641.03,4198.37,23442.66,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-02-14,1.13,98008.16,1640.86,77133.01,12.0,19222.29,17663.46,1558.83,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-02-14,1.81,1247.8,50.84,263.65,0.0,933.31,933.31,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-02-14,0.97,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-02-14,1.59,5737.5,1825.41,2428.43,0.0,1483.66,346.67,1136.99,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-02-14,0.94,78070.34,38043.2,5302.57,6617.29,28107.28,28012.67,85.14,9.47,cantidad producida,2016,GELATINA SIN SABOR
2016-02-14,0.87,2863.27,42.95,839.99,0.0,1980.33,204.91,1775.42,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-02-14,0.98,751656.56,7591.61,560259.15,58165.42,125640.38,123660.33,1980.05,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-02-14,1.59,9526.6,9.6,711.45,0.0,8805.55,8456.29,349.26,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-02-14,0.82,6807283.15,1998149.71,1974912.11,278558.48,2555662.85,2207054.69,333029.79,15578.37,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-02-14,1.47,158522.76,11345.11,87139.61,97.12,59940.92,48968.58,10972.34,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-02-14,1.0,204110.86,45730.46,87862.03,18323.51,52194.86,44807.51,7387.35,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-02-14,1.75,3610.52,307.68,1674.06,502.11,1126.67,1126.67,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-02-14,1.0,803120.71,45558.04,501188.76,131202.78,125171.13,106296.76,18322.72,551.65,cantidad producida,2016,PURE DE PAPAS
2016-02-14,1.58,28656.64,751.06,25968.76,0.0,1936.82,1936.82,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-02-14,0.91,173980.1,82198.65,38935.77,17174.63,35671.05,27386.88,7182.14,1102.03,cantidad producida,2016,DURAZNOS ENLATADOS
2016-02-14,1.25,4607.55,499.91,2710.71,0.0,1396.93,210.0,1186.93,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-02-14,0.7,966134.31,178547.07,277085.15,17992.56,492509.53,43323.93,449185.6,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-02-14,1.18,30537.03,6478.87,3527.28,27.51,20503.37,1928.78,18574.59,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-02-21,1.28,99817.47,869.16,84484.99,24.98,14438.34,12280.58,2157.76,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-02-21,1.79,1282.87,23.61,213.64,0.0,1045.62,1045.62,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-02-21,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-02-21,1.74,5258.5,2034.56,2318.33,0.0,905.61,503.33,402.28,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-02-21,0.74,93951.14,37807.51,9084.55,4890.81,42168.27,42111.91,50.05,6.31,cantidad producida,2016,GELATINA SIN SABOR
2016-02-21,1.67,562.64,35.36,425.56,0.0,101.72,14.03,87.69,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-02-21,1.14,553709.44,5600.54,388956.7,36873.84,122278.36,120040.08,2238.28,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-02-21,1.52,9394.21,13.81,451.66,0.0,8928.74,7679.45,1249.29,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-02-21,0.89,6374019.03,1776499.0,2073957.12,267508.94,2256053.97,2073467.05,167309.24,15277.68,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-02-21,1.43,161206.07,14702.41,81578.02,12.13,64913.51,62863.57,2049.94,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-02-21,1.07,193132.2,36397.39,86393.95,19834.26,50506.6,45927.0,4579.6,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-02-21,1.81,3521.87,315.14,1836.82,556.58,813.33,813.33,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-02-21,1.09,752336.04,39220.29,483562.05,125838.6,103715.1,93141.66,10558.8,14.64,cantidad producida,2016,PURE DE PAPAS
2016-02-21,1.55,32492.15,945.63,28552.71,0.0,2993.81,2993.81,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-02-21,1.05,126067.56,46771.81,36674.01,15757.97,26863.77,19800.56,6111.41,951.8,cantidad producida,2016,DURAZNOS ENLATADOS
2016-02-21,1.39,4382.0,590.44,2960.78,0.0,830.78,249.56,581.22,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-02-21,0.73,955582.65,155250.0,331998.14,14973.1,453361.41,43379.59,409969.42,12.4,cantidad producida,2016,POLVO DE HORNEAR
2016-02-21,1.07,33868.46,5720.97,2259.38,4.41,25883.7,15546.79,10336.91,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-02-28,1.26,87822.43,805.41,72159.95,63.13,14793.94,13739.89,1054.05,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-02-28,1.79,1485.73,9.43,143.74,0.0,1332.56,1327.32,5.24,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-02-28,0.9,555470.58,325884.06,106311.73,1136.7,122138.09,60231.13,61906.96,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-02-28,1.78,5069.92,2039.85,2747.16,0.0,282.91,223.33,59.58,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-02-28,0.89,89981.54,38143.38,5361.13,8767.1,37709.93,37217.14,472.26,20.53,cantidad producida,2016,GELATINA SIN SABOR
2016-02-28,1.84,566.57,45.47,514.08,0.0,7.02,0.0,7.02,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-02-28,1.08,652943.0,6632.53,506048.61,36934.25,103327.61,102683.47,644.14,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-02-28,1.64,11259.09,6.0,1286.52,0.0,9966.57,7968.65,1997.92,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-02-28,0.89,6588277.7,1873878.11,2020327.87,302210.56,2391861.16,2091747.51,282242.79,17870.86,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-02-28,1.28,214658.47,16583.5,95085.1,4.55,102985.32,102374.94,610.38,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-02-28,1.05,215161.41,35461.06,106914.98,19046.18,53739.19,43150.21,10588.98,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-02-28,1.83,3584.6,290.68,2007.09,559.81,727.02,727.02,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-02-28,1.15,780951.86,32414.21,522790.14,133067.18,92680.33,90777.56,1902.77,0.0,cantidad producida,2016,PURE DE PAPAS
2016-02-28,1.6,34164.85,918.49,32243.52,0.0,1002.84,1002.84,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-02-28,1.03,154967.56,48902.44,41405.76,28499.61,36159.75,22422.88,10262.4,3474.47,cantidad producida,2016,DURAZNOS ENLATADOS
2016-02-28,1.43,5181.52,451.27,4249.41,0.0,480.84,239.55,241.29,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-02-28,0.74,1058089.41,118099.68,300335.55,62908.07,576746.11,43136.98,533591.97,17.16,cantidad producida,2016,POLVO DE HORNEAR
2016-02-28,1.06,30084.47,4713.24,1955.11,23.17,23392.95,15001.1,8391.85,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-03-06,1.27,90633.66,972.34,74693.31,56.26,14911.75,14476.23,435.52,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-03-06,1.92,1704.24,65.94,401.53,0.0,1236.77,1236.77,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-03-06,1.03,458837.18,299983.46,61770.01,1499.4,95584.31,62105.43,33478.88,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-03-06,1.66,6619.18,2601.59,3440.3,0.0,577.29,246.67,330.62,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-03-06,0.86,97421.21,41714.26,5373.09,7307.07,43026.79,42481.59,527.8,17.4,cantidad producida,2016,GELATINA SIN SABOR
2016-03-06,1.15,1381.84,16.45,490.93,0.0,874.46,0.0,874.46,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-03-06,1.1,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-03-06,1.7,10200.05,11.43,1079.31,0.0,9109.31,7203.39,1905.92,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-03-06,0.92,6429870.23,1893787.2,1975668.02,325582.2,2234832.81,1981931.04,230048.66,22853.11,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-03-06,1.32,198961.57,19796.42,86184.7,3.04,92977.41,92547.86,429.55,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-03-06,1.09,208506.12,38805.91,98212.71,21768.74,49718.76,44120.4,5598.36,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-03-06,1.79,4003.24,342.43,2122.95,621.19,916.67,896.67,20.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-03-06,1.13,809325.93,35309.42,557026.92,129160.06,87829.53,85606.7,2222.83,0.0,cantidad producida,2016,PURE DE PAPAS
2016-03-06,1.49,36774.58,736.06,35610.75,0.0,427.77,427.77,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-03-06,0.95,173825.82,49586.89,42501.52,35277.07,46460.34,23754.04,17567.37,5138.93,cantidad producida,2016,DURAZNOS ENLATADOS
2016-03-06,1.42,4854.17,387.7,3606.38,0.0,860.09,51.03,809.06,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-03-06,0.98,671667.78,145893.9,242906.02,18706.34,264161.52,47418.17,216743.35,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-03-06,0.66,121329.26,10700.89,10988.09,59.64,99580.64,41656.67,57923.97,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-03-13,1.18,108264.9,847.64,96117.13,60.99,11239.14,10817.56,421.58,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-03-13,1.79,1822.67,25.87,303.42,0.0,1493.38,1493.38,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-03-13,0.9,588656.86,336350.73,110105.53,1906.9,140293.7,73593.38,66700.32,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-03-13,1.52,6967.87,2392.51,3420.52,0.0,1154.84,562.71,592.13,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-03-13,0.83,100144.93,45571.1,4920.83,6448.33,43204.67,42383.79,784.39,36.49,cantidad producida,2016,GELATINA SIN SABOR
2016-03-13,0.95,3340.37,25.38,586.33,0.0,2728.66,96.67,2631.99,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-03-13,1.05,651211.44,5420.01,487268.37,46932.61,111590.45,111440.08,150.37,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-03-13,1.59,10556.46,3.62,670.92,0.0,9881.92,8439.68,1442.24,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-03-13,0.96,6017563.88,1750943.52,1855262.7,317337.27,2094020.39,1888085.99,186807.69,19126.71,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-03-13,1.41,199915.92,18235.75,101106.75,0.0,80573.42,67515.24,13058.18,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-03-13,1.05,236131.07,39325.69,111943.87,22961.75,61899.76,50889.7,11010.06,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-03-13,1.7,4131.98,280.07,2080.98,625.97,1144.96,1144.96,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-03-13,1.0,823796.56,39540.49,569733.57,125901.94,88620.56,86428.9,2191.66,0.0,cantidad producida,2016,PURE DE PAPAS
2016-03-13,1.5,29584.31,110.77,28997.72,0.0,475.82,475.82,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-03-13,1.05,140244.15,47503.75,31781.65,18665.91,42292.84,26468.1,14097.62,1727.12,cantidad producida,2016,DURAZNOS ENLATADOS
2016-03-13,1.37,7157.22,376.52,3722.09,4.3,3054.31,619.05,2435.26,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-03-13,0.83,824792.73,158016.76,261685.82,33866.06,371224.09,50279.53,320943.18,1.38,cantidad producida,2016,POLVO DE HORNEAR
2016-03-13,0.74,100571.11,17624.22,12791.08,53.1,70102.71,16189.63,53913.08,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-03-20,1.32,110401.88,764.97,97082.4,70.15,12484.36,12286.01,198.35,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-03-20,1.76,1733.01,14.09,258.37,0.0,1460.55,1460.55,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-03-20,0.98,496190.99,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0.0,cantidad producida,2016,CEREAL AZUCARADITAS
2016-03-20,1.44,7435.68,2263.17,2989.88,0.0,2182.63,613.33,1569.3,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
2016-03-20,0.94,83080.73,41756.47,2697.57,9201.19,29425.5,29351.66,62.69,11.15,cantidad producida,2016,GELATINA SIN SABOR
2016-03-20,0.82,6092.98,14.02,1604.25,0.0,4474.71,216.67,4258.04,0.0,cantidad predecida,2016,GELATINA SIN SABOR
2016-03-20,1.1,645235.38,5364.32,490720.39,34714.64,114436.03,114286.03,150.0,0.0,cantidad producida,2016,AVENA INSTANTANEA
2016-03-20,1.59,11665.94,7.24,760.15,0.0,10898.55,10018.46,880.09,0.0,cantidad predecida,2016,AVENA INSTANTANEA
2016-03-20,0.91,6476206.54,1893617.8,2191468.26,299002.93,2092117.55,1883192.26,189928.31,18996.98,cantidad producida,2016,PUDIN DE CHOCOLATE
2016-03-20,1.46,172196.69,15752.0,89041.95,7.6,67395.14,60109.32,7285.82,0.0,cantidad predecida,2016,PUDIN DE CHOCOLATE
2016-03-20,1.15,205367.45,33581.86,101739.82,18631.48,51414.29,45426.62,5987.67,0.0,cantidad producida,2016,SALSAS MAYONESA
2016-03-20,1.57,4713.35,370.07,2022.52,490.82,1829.94,1829.94,0.0,0.0,cantidad predecida,2016,SALSAS MAYONESA
2016-03-20,1.11,770557.34,36017.62,514604.02,122807.96,97127.74,93973.32,3147.06,7.36,cantidad producida,2016,PURE DE PAPAS
2016-03-20,1.5,32456.45,152.43,31926.73,0.0,377.29,377.29,0.0,0.0,cantidad predecida,2016,PURE DE PAPAS
2016-03-20,1.04,152572.16,46047.38,35537.84,28532.36,42454.58,22445.88,16153.49,3855.21,cantidad producida,2016,DURAZNOS ENLATADOS
2016-03-20,1.23,7457.89,315.11,3453.23,4.32,3685.23,408.25,3276.98,0.0,cantidad predecida,2016,DURAZNOS ENLATADOS
2016-03-20,0.73,1005859.79,138938.88,360370.27,10950.53,495600.11,46784.27,448815.84,0.0,cantidad producida,2016,POLVO DE HORNEAR
2016-03-20,0.98,36797.51,4709.48,3674.36,26.61,28387.06,1224.69,27162.37,0.0,cantidad predecida,2016,POLVO DE HORNEAR
2016-03-27,1.49,92529.27,808.5,78146.18,36.73,13537.86,13037.43,500.43,0.0,cantidad producida,2016,SALSAS KETCHUP
2016-03-27,1.65,1705.39,14.07,98.52,0.0,1592.8,1592.8,0.0,0.0,cantidad predecida,2016,SALSAS KETCHUP
2016-03-27,0.98,458635.34,286918.4,59289.93,1320.02,111106.99,78824.96,32268.42,13.61,cantidad producida,2016,CEREAL AZUCARADITAS
2016-03-27,1.48,8926.81,2454.14,3700.8,0.0,2771.87,820.0,1951.87,0.0,cantidad predecida,2016,CEREAL AZUCARADITAS
